Unit,Group Name/Partner,Date and Time,Borough,LocationType,Location,Event Name,Event Type,Category,Classification,Attendance,Audience
Recreation,Drey Spivey - Department of Corrections,06/16/2018 09:30:00 AM,Manhattan,Recreation Center,Recreation Center 54,Pre-Father's Day Family Clinic and Corrections Dad's Game,Tournament/Competition,Sport,Tier 1,42,Children;#General Public
Urban Park Rangers,,06/29/2019 03:00:00 PM,Manhattan,Pool,Wagner,All the Trees,Agency Produced Event,Nature,Cool Pools,12,General Public
Urban Park Rangers,,06/29/2019 02:30:00 PM,Brooklyn,Pool,Commodore barry,Cool Pools,Agency Produced Event,Nature,Cool Pools,115,General Public
Urban Park Rangers,,06/29/2019 02:30:00 PM,Staten Island,Pool,Tottenville,Deer Survival Game,Agency Produced Event,Nature,Cool Pools,20,General Public
Urban Park Rangers,,06/29/2019 10:30:00 AM,Staten Island,Pool,West Brighton,Deer Survival Game,Agency Produced Event,Nature,Cool Pools,20,General Public
Urban Park Rangers,PS 196,06/12/2019 09:00:00 AM,Brooklyn,School,PS 196,Career Day,Community Based Event,Nature,Lecture/Panel/Talk,80,Children
Urban Park Rangers,,06/29/2019 03:00:00 PM,Manhattan,Pool,Sheltering Arms,Tree Mystery Box,Agency Produced Event,Nature,Cool Pools,27,General Public
Urban Park Rangers,,06/30/2019 10:00:00 AM,Manhattan,Pool,Dry Dock,Bird Bonanza,Agency Produced Event,Nature,Cool Pools,13,General Public
Urban Park Rangers,,06/29/2019 02:30:00 PM,Queens,Pool,Liberty,Connect Four,Agency Produced Event,Nature,Cool Pools,22,General Public
Urban Park Rangers,,06/29/2019 02:30:00 PM,Bronx,Pool,Mapes,,Agency Produced Event,Nature,Cool Pools,40,General Public
Urban Park Rangers,,06/30/2019 10:30:00 AM,Staten Island,Pool,West Brighton,Frog frenzy,Agency Produced Event,Nature,Cool Pools,25,General Public
Recreation,,06/19/2018 12:00:00 PM,Bronx,Park,Van Courtlandt Park S,Play at VC,Community Based Event,Mobile Unit,Play,60,Children;#General Public
Urban Park Rangers,,06/30/2019 10:30:00 AM,Queens,Pool,Fisher Pool,Gone Fishin',Agency Produced Event,Nature,Cool Pools,35,General Public
Urban Park Rangers,,06/30/2019 02:30:00 PM,Bronx,Pool,Mapes,Squirrel World,Agency Produced Event,Nature,Cool Pools,30,General Public
Urban Park Rangers,,06/30/2019 10:30:00 AM,Brooklyn,Pool,Douglas and Degraw,Cool Pools,Agency Produced Event,Nature,Cool Pools,60,General Public
Recreation,"Sound Off, Councilman Justin Branan",06/29/2019 07:00:00 PM,Brooklyn,Other,American Veterans Memorial Pier,Silent Disco,Community Based Event,Arts/Culture,Music,650,General Public
Urban Park Rangers,,06/30/2019 02:30:00 PM,Queens,Pool,Liberty,Gone Fishin',Agency Produced Event,Nature,Cool Pools,65,General Public
Recreation,"Skaterobics, Councilman Deutsch",06/27/2019 05:00:00 PM,Brooklyn,Park,Kelly Park,Community Roller Skate,Community Based Event,Arts/Culture,Play,500,General Public
Urban Park Rangers,,06/30/2019 02:30:00 PM,Staten Island,Pool,Tottenville,Frog Frenzy!,Agency Produced Event,Nature,Cool Pools,30,General Public
Urban Park Rangers,,06/30/2019 03:00:00 PM,Manhattan,Pool,Wagner,Bird Bonanza,Agency Produced Event,Nature,Cool Pools,41,General Public
Urban Park Rangers,,06/30/2019 10:30:00 AM,Bronx,Pool,Claremont,Funky Skunk Fun,Agency Produced Event,Nature,Cool Pools,12,General Public
Urban Park Rangers,,07/01/2019 10:30:00 AM,Staten Island,Pool,West Brighton,Predators Vs Prey,Agency Produced Event,Nature,Cool Pools,33,General Public
Recreation,Councilman Cohen,06/20/2018 08:30:00 PM,Bronx,Park,Seton Park,Movies Under The Stars: Despicable Me 3,Community Based Event,Mobile Unit,Movies,60,General Public
Urban Park Rangers,,07/01/2019 10:30:00 AM,Bronx,Pool,Claremont,Fish quiz & Create-a-Fish,Agency Produced Event,Nature,Cool Pools,12,General Public
Recreation,Art Of Brooklyn Film Festival,06/30/2019 08:30:00 PM,Brooklyn,Park,Sunset Park,Hip Hop Film Festival,Community Based Event,Mobile Unit,M.U.T.S,500,General Public
Urban Park Rangers,,07/01/2019 02:30:00 PM,Staten Island,Pool,Tottenville,Predator vs. Prey,Agency Produced Event,Nature,Cool Pools,40,General Public
Recreation,Council Member Rory Lancman,06/29/2019 01:00:00 PM,Queens,Park,Captain Tilly Park,Family Day at Captain Tilly Park,Local Event,Family Festival,Play,250,General Public
Urban Park Rangers,,07/01/2019 10:30:00 AM,Manhattan,Pool,Dry Dock,Turtle Takeover,Agency Produced Event,Nature,Cool Pools,20,General Public
Recreation,Council Member Donovan Richards,06/28/2019 04:00:00 PM,Queens,Playground,PS 38,Skating Day at PS 38,Local Event,Family Festival,Play,67,General Public
Recreation,Council Member Rory Lancman,06/30/2019 01:00:00 PM,Queens,Playground,Electric Playground,Family Day at Electric Playground,Community Based Event,Family Festival,Play,220,General Public
Urban Park Rangers,,07/01/2019 02:30:00 PM,Queens,Pool,Liberty,Bird Detective,Agency Produced Event,Nature,Cool Pools,36,General Public
Recreation,Plaza Theatrical,06/23/2019 04:00:00 PM,Queens,Park,Beach 17th Street,Wizard of Oz at Beach 17,Agency Produced Event,Performance,Music,120,General Public
Urban Park Rangers,,07/01/2019 10:30:00 AM,Queens,Pool,Fisher Pool,Fishing at Fisher,Agency Produced Event,Nature,Cool Pools,57,General Public
Recreation,Arenn @Fizz Corp,06/15/2018 08:00:00 AM,Manhattan,Recreation Center,Recreation Center 54,3 VS 3 Intergenerational Father's Basketball tournament,Tournament/Competition,Sport,Tier 1,16,Young Adult;#Adults;#Seniors
Recreation,Council Member Rory Lancman,06/23/2019 12:00:00 PM,Queens,Playground,Playground 75,Family Day at Playground 75,Local Event,Family Festival,Play,300,General Public
Recreation,MOME,06/01/2019 01:00:00 PM,Queens,Park,MacDonald Park,Family Fun and Music,Community Based Event,Performance,Music,425,General Public
Urban Park Rangers,,07/01/2019 02:30:00 PM,Bronx,Pool,Mapes,Connect 4 and Trivia,Agency Produced Event,Nature,Cool Pools,41,General Public
Urban Park Rangers,,07/02/2019 10:00:00 AM,Manhattan,Pool,Wagner,Who's egg is this?,Agency Produced Event,Nature,Cool Pools,6,General Public
Recreation,MOME,06/09/2019 03:00:00 PM,Queens,Park,St. Albans Park,New York Music Month Concert Series-Reggae,Community Based Event,Performance,Music,175,General Public
Recreation,MOME,06/29/2019 07:00:00 AM,Queens,Park,Hunters Point Park South,New York Music Month Concert Series-Celebration of Disco,Community Based Event,Performance,Music,525,General Public
Recreation,MOME,06/15/2019 07:00:00 PM,Queens,Park,Gorman Park,New York Music Month Concert Series Latin Music-Orquesta Afinke,Community Based Event,Performance,Music,350,General Public
Recreation,,06/28/2019 08:30:00 PM,Bronx,Park,Barretto Point Park,Hotel Transylvania 3: Summer Vacation,Community Based Event,Mobile Unit,M.U.T.S,50,General Public
Urban Park Rangers,,07/01/2019 02:30:00 PM,Manhattan,Pool,Sheltering Arms,Turtle Takeover!,Agency Produced Event,Nature,Cool Pools,48,General Public
Recreation,MOME,06/22/2019 01:00:00 PM,Queens,Park,Macneil Park,New York Music Month Concert Series-History of Rock and Roll,Community Based Event,Performance,Music,175,General Public
Recreation,,06/10/2018 08:00:00 PM,Queens,Playground,Ehrenreich/Austin Playground,MUTS,Community Based Event,Mobile Unit,Movies,148,General Public
Recreation,,06/28/2019 08:30:00 PM,Bronx,Park,Bill Rainey Park,Capatain Marvel,Community Based Event,Mobile Unit,M.U.T.S,130,General Public
Urban Park Rangers,,07/02/2019 10:00:00 AM,Manhattan,Pool,Sheltering Arms,Bird Bonanza,Agency Produced Event,Nature,Cool Pools,2,General Public
Recreation,,06/18/2019 08:00:00 PM,Bronx,Park,Williamsbridge Oval Park,Avengers: Infinity War,Community Based Event,Mobile Unit,M.U.T.S,0,General Public
Urban Park Rangers,,07/02/2019 10:45:00 AM,Queens,Pool,Fisher Pool,Animal Friends and Connect Four,Agency Produced Event,Nature,Cool Pools,84,General Public
Urban Park Rangers,,06/30/2019 02:30:00 PM,Brooklyn,Pool,Commodore barry,Meet Sam the Snake and fishing game,Agency Produced Event,Nature,Cool Pools,60,General Public
Recreation,,06/29/2019 08:30:00 PM,Bronx,Playground,Bufano,Bumble Bee,Community Based Event,Mobile Unit,M.U.T.S,0,General Public
Urban Park Rangers,,07/02/2019 10:30:00 AM,Staten Island,Pool,West Brighton,Play Possum,Agency Produced Event,Nature,Cool Pools,15,General Public
Recreation,CM Constantinides,06/27/2019 08:30:00 PM,Queens,Park,Louis C. Moser Park,Frozen,Community Based Event,Mobile Unit,M.U.T.S,75,General Public
Urban Park Rangers,,07/02/2019 10:30:00 AM,Manhattan,Pool,Dry Dock,Wampum belt coloring,Agency Produced Event,Nature,Cool Pools,20,General Public
Recreation,CM Constantinides,06/22/2019 08:30:00 PM,Queens,Park,Astoria Heights Park,Ralph Breaks the Internet,Community Based Event,Mobile Unit,M.U.T.S,200,General Public
Recreation,,06/19/2018 08:00:00 PM,Manhattan,Playground,Wright Brothers Playground,Movies under the stars: Logan,Community Based Event,Mobile Unit,Movies,60,General Public
Recreation,CM Kozlowitz,06/26/2019 08:30:00 PM,Queens,Park,Yellowstone Park,Small Foot,Community Based Event,Mobile Unit,M.U.T.S,175,General Public
Recreation,CM Constantinides; Friends of Paul Raimonda,06/28/2019 08:30:00 PM,Queens,Playground,Paul Raimonda Playground,Diary of a Wimpy Kid: The Long Haul,Community Based Event,Mobile Unit,M.U.T.S,115,General Public
Urban Park Rangers,,07/02/2019 02:30:00 PM,Staten Island,Pool,Tottenville,Play Possun,Agency Produced Event,Nature,Cool Pools,54,General Public
Urban Park Rangers,,07/02/2019 02:30:00 PM,Queens,Pool,Liberty,"Dwayne ""The Rock"" Dove Connect 4 Championship",Agency Produced Event,Nature,Cool Pools,23,General Public
Recreation,CM Dromm; Jackson Heights Beautification Group,06/29/2019 08:30:00 PM,Queens,Park,Travers Park,Spider-Man: Into the Spiderverse,Community Based Event,Mobile Unit,M.U.T.S,300,General Public
Urban Park Rangers,,07/02/2019 02:30:00 PM,Brooklyn,Pool,Commodore barry,Cool Pools,Agency Produced Event,Nature,Cool Pools,37,General Public
Urban Park Rangers,,07/02/2019 10:30:00 AM,Brooklyn,Pool,Douglas and Degraw,Cool Pools,Agency Produced Event,Nature,Cool Pools,39,General Public
Recreation,CM Vallone/NEQ Admin,06/21/2019 08:30:00 PM,Queens,Park,Flushing Fields,Black Panther,Community Based Event,Mobile Unit,M.U.T.S,150,General Public
Urban Park Rangers,,07/02/2019 10:30:00 AM,Bronx,Pool,Claremont,It's Lit!: Fireflies and Other Bugs,Agency Produced Event,Nature,Cool Pools,6,Young Adult;#Children;#Teens
Recreation,CM Koo,06/27/2019 08:30:00 PM,Queens,Playground,Colden Playground,Spider-Man: Into the Spiderverse,Community Based Event,Mobile Unit,M.U.T.S,200,General Public
Recreation,,06/22/2018 08:30:00 PM,Queens,Park,"Phil ""Scooter"" Rizzuto Park",MUTS - Despicable Me 3,Community Based Event,Mobile Unit,Movies,89,General Public
Urban Park Rangers,,07/02/2019 02:30:00 PM,Bronx,Pool,Mapes,Hungry Hungry Hermit Crabs,Agency Produced Event,Nature,Cool Pools,36,Children;#Young Adult;#Adults;#Teens
Recreation,,07/02/2019 08:30:00 PM,Queens,Park,Roy Wilkins Park,Jurassic World: Fallen Kingdom,Community Based Event,Mobile Unit,M.U.T.S,12,General Public
Urban Park Rangers,,07/03/2019 10:30:00 AM,Manhattan,Pool,Wagner,Camoflauge games,Agency Produced Event,Nature,Cool Pools,10,General Public
Urban Park Rangers,,07/01/2019 10:30:00 AM,Brooklyn,Pool,Douglas and Degraw,Cool Pools,Agency Produced Event,Nature,Cool Pools,45,General Public
Urban Park Rangers,Brooklyn Sunset Park Recreation,06/06/2019 11:00:00 AM,Brooklyn,Park,Sunset Park,Sunset Park Family Day,Agency Produced Event,Family Festival,Dance,250,General Public
Recreation,Council Member Peter Koo,06/28/2019 03:30:00 PM,Queens,Playground,Kissena Playground,Hello to Summer at Kissena Park Playground,Local Event,Family Festival,Play,225,General Public
Recreation,,06/14/2019 04:00:00 PM,Queens,Playground,Broad Channel Playground,Flag Day,Local Event,Family Festival,Play,250,General Public
Urban Park Rangers,,07/01/2019 02:30:00 PM,Brooklyn,Pool,Commodore barry,Cool Pools,Agency Produced Event,Nature,Cool Pools,42,General Public
Recreation,Metropolitan Weightlifting Competition,06/01/2019 09:00:00 AM,Queens,Recreation Center,Lost Battalion Hall Recreation Center,Lost Battalion Hall Weightlifting Classic,Local Event,Fitness,Fitness,170,General Public
Urban Park Rangers,,07/03/2019 10:30:00 AM,Manhattan,Pool,Dry Dock,Who's egg is it?,Agency Produced Event,Nature,Cool Pools,4,General Public
Recreation,Bronx Recreation,06/30/2018 11:00:00 AM,Bronx,Recreation Center,Hunts Point Recreation Center/Julio Ca baseball field,Bronx Recreation Summerfest,Community Based Event,Arts/Culture,Play,400,Children;#Tot;#Young Adult;#Adults;#Teens;#Adaptive;#Seniors;#General Public
Recreation,,06/21/2018 08:30:00 PM,Bronx,Park,Harris Park,Movies Under The Stars: Wonder,Community Based Event,Mobile Unit,Movies,65,General Public
Urban Park Rangers,,07/03/2019 10:30:00 AM,Staten Island,Pool,West Brighton,Ocean Wonders,Agency Produced Event,Nature,Cool Pools,22,General Public
Urban Park Rangers,,07/03/2019 10:30:00 AM,Bronx,Pool,Claremont,Meet Ya Neighbors,Agency Produced Event,Nature,Cool Pools,24,General Public
Urban Park Rangers,,07/03/2019 10:30:00 AM,Queens,Pool,Fisher Pool,Nature Time and Backyard Bass,Agency Produced Event,Nature,Cool Pools,52,General Public
Recreation,Council Member Donovan Richards,06/26/2019 12:00:00 PM,Queens,Playground,Beach Channel Drive,Schools Out Festival,Local Event,Family Festival,,250,General Public
Recreation,Council Member Donovan Richards,06/28/2019 04:00:00 AM,Queens,Playground,PS 38,Skating Day at PS 38,Local Event,Family Festival,Play,67,General Public
Urban Park Rangers,,07/03/2019 02:30:00 PM,Staten Island,Pool,Tottenville,,Agency Produced Event,Nature,Cool Pools,21,General Public
Recreation,Bayside Historical Society,06/26/2019 06:00:00 PM,Queens,Park,Fort Totten,Fire Works at Fort Totten,Local Event,Family Festival,,700,General Public
Recreation,,07/03/2019 08:45:00 PM,Queens,Park,Kissena Park,Spider-Man: Into the Spiderverse,Community Based Event,Mobile Unit,M.U.T.S,100,General Public
Recreation,Brooklyn Rec,07/02/2019 08:30:00 PM,Brooklyn,Park,Prospect Park,"""On The Basis Of Sex"" Movie Night",Community Based Event,Mobile Unit,M.U.T.S,275,General Public
Urban Park Rangers,,07/04/2019 10:30:00 AM,Manhattan,Pool,Dry Dock,Buggin Out,Agency Produced Event,Nature,Cool Pools,31,General Public
Recreation,,06/16/2018 08:00:00 PM,Queens,Park,Edward Byrne,"MUTS "" Ferdinand """,Community Based Event,Mobile Unit,Movies,114,General Public
Urban Park Rangers,,07/03/2019 02:30:00 PM,Bronx,Pool,Mapes,Meet Your Neighbors,Agency Produced Event,Nature,Cool Pools,52,General Public
Urban Park Rangers,,07/04/2019 10:40:00 AM,Queens,Pool,Fisher Pool,Fishing or Swimming,Agency Produced Event,Nature,Cool Pools,35,General Public
Urban Park Rangers,,07/04/2019 10:30:00 AM,Staten Island,Pool,West Brighton,Frog Frenzy,Agency Produced Event,Nature,Cool Pools,5,General Public
Urban Park Rangers,,07/04/2019 02:30:00 PM,Staten Island,Pool,Tottenville,Frog Frenzy!,Agency Produced Event,Nature,Cool Pools,45,General Public
Urban Park Rangers,,07/04/2019 02:30:00 PM,Queens,Pool,Liberty,Connect Fourth,Agency Produced Event,Nature,Cool Pools,20,General Public
Urban Park Rangers,,07/04/2019 03:15:00 PM,Manhattan,Pool,Wagner,Camouflage,Agency Produced Event,Nature,Cool Pools,21,General Public
Urban Park Rangers,,07/04/2019 03:00:00 PM,Manhattan,Pool,Sheltering Arms,Cool Creatures Camouflagin'!,Agency Produced Event,Nature,Cool Pools,28,General Public
Urban Park Rangers,,07/04/2019 02:30:00 PM,Brooklyn,Pool,Commodore barry,Cool Pools,Agency Produced Event,Nature,Cool Pools,22,General Public
Urban Park Rangers,,07/04/2019 10:30:00 AM,Brooklyn,Pool,Douglas and Degraw,Cool Pools,Agency Produced Event,Nature,Cool Pools,45,General Public
Urban Park Rangers,,07/05/2019 10:30:00 AM,Queens,Pool,Fisher Pool,Backyard Bass,Agency Produced Event,Nature,Cool Pools,32,General Public
Recreation,,06/21/2018 08:30:00 PM,Bronx,Park,Poe Park,Movies Under The Stars: Justice League,Community Based Event,Mobile Unit,Movies,80,General Public
Urban Park Rangers,,07/05/2019 10:30:00 AM,Brooklyn,Pool,Douglas and Degraw,Cool Pools,Agency Produced Event,Nature,Cool Pools,63,General Public
Urban Park Rangers,,07/05/2019 02:30:00 PM,Queens,Pool,Liberty,Cool Connect Four Friday,Agency Produced Event,Nature,Cool Pools,12,General Public
Urban Park Rangers,,07/05/2019 03:00:00 PM,Manhattan,Pool,Sheltering Arms,"Flowers, Flowers, Flowers",Agency Produced Event,Nature,Cool Pools,9,General Public
Urban Park Rangers,,07/05/2019 10:15:00 AM,Manhattan,Pool,Dry Dock,"Pistols, Petals and Pollinators at the Pool",Agency Produced Event,Nature,Cool Pools,6,General Public
Urban Park Rangers,,07/05/2019 02:30:00 PM,Staten Island,Pool,Tottenville,,Agency Produced Event,Nature,Cool Pools,22,General Public
Urban Park Rangers,,07/05/2019 02:30:00 PM,Brooklyn,Pool,Commodore barry,Cool Pools,Agency Produced Event,Nature,Cool Pools,37,General Public
Urban Park Rangers,General Public,07/05/2019 10:30:00 AM,Bronx,Pool,Mapes,Wildlife Viewing,Agency Produced Event,Nature,Cool Pools,26,General Public
Urban Park Rangers,,07/05/2019 10:30:00 AM,Staten Island,Pool,West Brighton,,Agency Produced Event,Nature,Cool Pools,9,General Public
Recreation,Public School 40 Queens / Tracey Fink,07/25/2019 10:00:00 AM,Queens,School,109-20 Union Hall Street,Field Day at Public School 40,Community Based Event,Mobile Unit,Play,87,Children
Recreation,Bike NYC,06/29/2019 11:00:00 AM,Queens,Park,Annadale,Learn to Ride,Community Based Event,Sport,Play,34,Children
Recreation,,06/22/2018 08:30:00 PM,Queens,Other,Rory Staunton Field,"MUTS "" Paddington """,Community Based Event,Mobile Unit,Movies,119,General Public
Urban Park Rangers,,06/30/2019 03:00:00 PM,Manhattan,Pool,Sheltering Arms,Speak for the Trees,Agency Produced Event,Nature,Cool Pools,9,General Public
Urban Park Rangers,,07/05/2019 03:00:00 PM,Manhattan,Pool,Wagner,Dah Birds,Agency Produced Event,Nature,Cool Pools,25,General Public
Urban Park Rangers,Fort Tryon Trust,07/05/2019 07:00:00 PM,Manhattan,Park,Fort Tryon Park,Fire Fly PJ Party,Agency Produced Event,Nature,,60,General Public
Urban Park Rangers,,07/06/2019 10:30:00 AM,Queens,Pool,Fisher Pool,Connecting via Connect Four,Agency Produced Event,Nature,Cool Pools,16,General Public
Urban Park Rangers,,07/06/2019 10:30:00 AM,Manhattan,Pool,Dry Dock,Jeopardy,Agency Produced Event,Nature,Cool Pools,4,General Public
Urban Park Rangers,,07/06/2019 10:30:00 AM,Staten Island,Pool,West Brighton,Animal Trivia,Agency Produced Event,Nature,Cool Pools,9,General Public
Urban Park Rangers,,07/06/2019 02:30:00 PM,Staten Island,Pool,Tottenville,,Agency Produced Event,Nature,Cool Pools,0,General Public
Urban Park Rangers,General Public,07/24/2019 02:30:00 PM,Bronx,Pool,Mapes,Fishing For Facts,Agency Produced Event,Nature,Cool Pools,0,General Public
