scientific,common,year,id,geometry,park
Platanus x acerifolia , London planetree,2018,NA,"c(1828571.73357325, 2193234.16562442)",Highbridge
Prunus cerasifera , cherry plum,2018,NA,"c(1828915.9040475, 2194728.75937961)",Highbridge
Platanus x acerifolia , London planetree,2018,NA,"c(1828590.65011969, 2193228.69983965)",Highbridge
Robinia pseudoacacia , black locust,2018,NA,"c(1829131.60653176, 2195343.62107346)",Highbridge
Quercus rubra , northern red oak,2018,NA,"c(1828625.27735559, 2193334.44985565)",Highbridge
Platanus x acerifolia , London planetree,2018,NA,"c(1828619.66647848, 2193277.98855445)",Highbridge
Morus , mulberry,2018,NA,"c(1828802.40416126, 2194003.32050755)",Highbridge
Platanus x acerifolia , London planetree,2018,NA,"c(1828887.23289909, 2194854.03325674)",Highbridge
Robinia pseudoacacia , black locust,2018,NA,"c(1828744.10542679, 2194529.41164784)",Highbridge
Cornus florida , flowering dogwood,2018,NA,"c(1828885.53623186, 2194699.78866742)",Highbridge
Quercus rubra , northern red oak,2018,NA,"c(1828627.14777157, 2193360.47783919)",Highbridge
Acer pseudoplatanus , sycamore maple,2018,NA,"c(1829218.98494084, 2196195.62432498)",Highbridge
Platanus x acerifolia , London planetree,2018,NA,"c(1828599.91682771, 2193249.41073268)",Highbridge
Gleditsia triacanthos var. inermis , Thornless honeylocust,2018,NA,"c(1828749.46786093, 2193872.17841824)",Highbridge
Liquidambar styraciflua , sweetgum,2018,NA,"c(1828895.22737113, 2194586.95155821)",Highbridge
Prunus serotina , black cherry,2018,NA,"c(1828833.06206322, 2194148.03191909)",Highbridge
Pyrus calleryana , Callery pear,2018,NA,"c(1828747.27007463, 2193856.94577557)",Highbridge
Platanus x acerifolia , London planetree,2018,NA,"c(1829221.50487689, 2196235.25026853)",Highbridge
Platanus x acerifolia , London planetree,2018,NA,"c(1828810.58935054, 2194422.15399136)",Highbridge
Liquidambar styraciflua , sweetgum,2018,NA,"c(1828890.66530108, 2194699.40006675)",Highbridge
Cornus florida , flowering dogwood,2018,NA,"c(1828857.57673494, 2194706.18843004)",Highbridge
Robinia pseudoacacia , black locust,2018,NA,"c(1828741.2240191, 2193734.3224417)",Highbridge
Prunus , Cherry,2018,NA,"c(1829161.58322731, 2196048.88957297)",Highbridge
Acer rubrum , red maple,2018,NA,"c(1829140.43531526, 2195855.93162477)",Highbridge
Quercus palustris , pin oak,2018,NA,"c(1829068.65748285, 2196535.0558579)",Highbridge
Picea pungens , blue spruce,2018,NA,"c(1828891.56816546, 2194831.79964824)",Highbridge
Ulmus americana , American elm,2018,NA,"c(1828736.56137827, 2193728.53194684)",Highbridge
Platanus x acerifolia , London planetree,2018,NA,"c(1828895.40819402, 2194874.11022171)",Highbridge
Prunus , Cherry,2018,NA,"c(1829171.97518059, 2196046.13860279)",Highbridge
Unknown , Unknown,2018,NA,"c(1828834.22462632, 2194804.10081111)",Highbridge
Platanus x acerifolia , London planetree,2018,NA,"c(1828890.86636917, 2194880.18626471)",Highbridge
Quercus palustris , pin oak,2018,NA,"c(1828781.55151072, 2194636.1892508)",Highbridge
Platanus x acerifolia , London planetree,2018,NA,"c(1828832.80790332, 2194334.55510178)",Highbridge
Cercis canadensis , eastern redbud,2018,NA,"c(1829309.54319419, 2196550.4035336)",Highbridge
Ulmus americana , American elm,2018,NA,"c(1829123.43206705, 2195337.87382241)",Highbridge
Quercus rubra , northern red oak,2018,NA,"c(1828845.87248449, 2194341.04663402)",Highbridge
Lagerstroemia , lagerstroemia,2018,NA,"c(1828826.87456644, 2194720.63623856)",Highbridge
Prunus serotina , black cherry,2018,NA,"c(1828906.13273763, 2194999.47745944)",Highbridge
Prunus , Cherry,2018,NA,"c(1828640.27846061, 2193384.98314638)",Highbridge
Cercis canadensis , eastern redbud,2018,NA,"c(1829189.55543932, 2196064.82735081)",Highbridge
Platanus x acerifolia , London planetree,2018,NA,"c(1828889.9126067, 2194861.71918951)",Highbridge
Morus , mulberry,2018,NA,"c(1828631.76771783, 2193377.52815268)",Highbridge
Ilex , holly,2018,NA,"c(1829153.3113585, 2195992.4076781)",Highbridge
Acer , maple,2018,NA,"c(1828848.6062775, 2194431.72113929)",Highbridge
Malus , apple,2018,NA,"c(1828876.21193795, 2194725.01517658)",Highbridge
Morus , mulberry,2018,NA,"c(1828853.88370665, 2194803.60936863)",Highbridge
Cryptomeria japonica , Japanese cedar,2018,NA,"c(1828898.78095897, 2194840.91431939)",Highbridge
Quercus palustris , pin oak,2018,NA,"c(1828748.07849703, 2193832.60538965)",Highbridge
Quercus palustris , pin oak,2018,NA,"c(1828862.69997968, 2194939.56065779)",Highbridge
Ostrya virginiana , hophornbeam,2018,NA,"c(1828807.99024842, 2194434.29101473)",Highbridge
Robinia pseudoacacia , black locust,2018,NA,"c(1828762.96674468, 2194579.19439115)",Highbridge
Prunus , Cherry,2018,NA,"c(1829167.60898762, 2196068.6304877)",Highbridge
Acer platanoides , Norway maple,2018,NA,"c(1828772.41634973, 2194423.05109668)",Highbridge
Ailanthus altissima , tree of heaven,2018,NA,"c(1829128.70364809, 2195344.28473432)",Highbridge
Morus , mulberry,2018,NA,"c(1828804.4349425, 2194727.20494197)",Highbridge
Carpinus caroliniana , American hornbeam,2018,NA,"c(1829200.94976846, 2196478.29095414)",Highbridge
Prunus cerasifera , cherry plum,2018,NA,"c(1828912.43087937, 2194560.93374576)",Highbridge
Quercus rubra , northern red oak,2018,NA,"c(1828627.65738165, 2193358.39459348)",Highbridge
Ulmus pumila , Siberian elm,2018,NA,"c(1828645.20720873, 2193451.61149493)",Highbridge
Pyrus calleryana , Callery pear,2018,NA,"c(1828783.81042754, 2193940.45515162)",Highbridge
Ginkgo biloba , maidenhair tree,2018,NA,"c(1828905.77189463, 2194826.72913914)",Highbridge
Platanus x acerifolia , London planetree,2018,NA,"c(1829127.86968761, 2196813.04454217)",Highbridge
Quercus palustris , pin oak,2018,NA,"c(1828801.2201806, 2194156.89644768)",Highbridge
Quercus palustris , pin oak,2018,NA,"c(1828634.48538914, 2193348.06174021)",Highbridge
Platanus x acerifolia , London planetree,2018,NA,"c(1829209.53947386, 2196178.31688885)",Highbridge
Prunus , Cherry,2018,NA,"c(1828757.38218946, 2193842.1824928)",Highbridge
Quercus phellos , willow oak,2018,NA,"c(1829371.31131956, 2196284.65469884)",Highbridge
Morus , mulberry,2018,NA,"c(1828573.05867483, 2193292.38336361)",Highbridge
Unknown , Unknown,2018,NA,"c(1828827.09389664, 2194604.85107264)",Highbridge
Platanus x acerifolia , London planetree,2018,NA,"c(1828799.18443908, 2194092.45733892)",Highbridge
Quercus palustris , pin oak,2018,NA,"c(1828810.67283229, 2194145.51712083)",Highbridge
Ulmus americana , American elm,2018,NA,"c(1829125.27885686, 2195333.87767057)",Highbridge
Crataegus , Hawthorn,2018,NA,"c(1828758.29521232, 2194568.56153254)",Highbridge
Platanus x acerifolia , London planetree,2018,NA,"c(1828622.6418466, 2193266.06554722)",Highbridge
Quercus rubra , northern red oak,2018,NA,"c(1828777.51317278, 2194571.20304212)",Highbridge
Acer , maple,2018,NA,"c(1829157.09457398, 2195988.5496893)",Highbridge
Quercus palustris , pin oak,2018,NA,"c(1828830.61629407, 2194857.35053153)",Highbridge
Carya cordiformis , bitternut hickory,2018,NA,"c(1828769.49386374, 2194427.11839356)",Highbridge
Morus , mulberry,2018,NA,"c(1829125.09297017, 2195211.82600652)",Highbridge
Platanus x acerifolia , London planetree,2018,NA,"c(1828799.28585374, 2194391.86155975)",Highbridge
Platanus x acerifolia , London planetree,2018,NA,"c(1828887.36140119, 2194849.437643)",Highbridge
Acer platanoides , Norway maple,2018,NA,"c(1828750.71414862, 2193882.94373687)",Highbridge
Prunus , Cherry,2018,NA,"c(1828642.27109482, 2193388.13547601)",Highbridge
Liriodendron tulipifera , tuliptree,2018,NA,"c(1829309.48217056, 2196574.89016461)",Highbridge
Gymnocladus dioicus , Kentucky coffeetree,2018,NA,"c(1828817.11925365, 2194773.01122908)",Highbridge
Cornus mas , Cornelian cherry,2018,NA,"c(1828791.43809098, 2194430.74669649)",Highbridge
Prunus , Cherry,2018,NA,"c(1829363.8593798, 2196373.74059615)",Highbridge
Acer platanoides , Norway maple,2018,NA,"c(1829137.34402394, 2195862.06858182)",Highbridge
Ginkgo biloba , maidenhair tree,2018,NA,"c(1828864.46073968, 2194866.26695)",Highbridge
Celtis occidentalis , common hackberry,2018,NA,"c(1828875.44023538, 2194706.50584496)",Highbridge
Quercus robur , English oak,2018,NA,"c(1828805.62862036, 2194099.75606768)",Highbridge
Quercus palustris , pin oak,2018,NA,"c(1829042.57814318, 2196507.00824331)",Highbridge
Liquidambar styraciflua , sweetgum,2018,NA,"c(1828818.4023049, 2194603.53364275)",Highbridge
Robinia pseudoacacia , black locust,2018,NA,"c(1828843.21573968, 2194575.03380617)",Highbridge
Acer saccharum , sugar maple,2018,NA,"c(1828973.35395041, 2194617.91535161)",Highbridge
Platanus x acerifolia , London planetree,2018,NA,"c(1829133.61582678, 2196794.11853496)",Highbridge
Morus , mulberry,2018,NA,"c(1828861.57381837, 2194397.60402694)",Highbridge
Quercus palustris , pin oak,2018,NA,"c(1828806.20296115, 2194151.42896394)",Highbridge
Liquidambar styraciflua , sweetgum,2018,NA,"c(1828929.43170669, 2194638.13869291)",Highbridge
Robinia pseudoacacia , black locust,2018,NA,"c(1828742.30762447, 2193725.61999759)",Highbridge
Cornus florida , flowering dogwood,2018,NA,"c(1828866.23065699, 2194708.11783788)",Highbridge
Platanus x acerifolia , London planetree,2018,NA,"c(1829116.67500183, 2196833.81492364)",Highbridge
Cladrastis kentukea , Kentucky yellowwood,2018,NA,"c(1829276.50438815, 2196636.24060539)",Highbridge
Platanus x acerifolia , London planetree,2018,NA,"c(1828896.19938808, 2194886.87518946)",Highbridge
Acer platanoides , Norway maple,2018,NA,"c(1829357.79126171, 2196161.99661223)",Highbridge
Ailanthus altissima , tree of heaven,2018,NA,"c(1828839.14546838, 2194581.80710678)",Highbridge
Acer , maple,2018,NA,"c(1828983.14218992, 2194641.33687257)",Highbridge
Acer saccharum , sugar maple,2018,NA,"c(1828913.04409306, 2194871.65988903)",Highbridge
Morus , mulberry,2018,NA,"c(1828731.1394069, 2193654.9859008)",Highbridge
Quercus velutina , black oak,2018,NA,"c(1828748.97622106, 2194542.80544584)",Highbridge
Ulmus americana , American elm,2018,NA,"c(1829196.29835155, 2196085.35968131)",Highbridge
Quercus rubra , northern red oak,2018,NA,"c(1828920.93201944, 2194688.94485723)",Highbridge
Pinus resinosa , red pine,2018,NA,"c(1829047.13083878, 2196494.89204278)",Highbridge
Acer platanoides , Norway maple,2018,NA,"c(1829368.69564209, 2196338.11854595)",Highbridge
Prunus , Cherry,2018,NA,"c(1829159.41451085, 2196041.68881627)",Highbridge
Prunus , Cherry,2018,NA,"c(1828920.04587584, 2194852.11090602)",Highbridge
Prunus , Cherry,2018,NA,"c(1829365.36136437, 2196301.93271792)",Highbridge
Acer platanoides , Norway maple,2018,NA,"c(1829117.40648727, 2195874.20850369)",Highbridge
Quercus palustris , pin oak,2018,NA,"c(1828912.07188921, 2194978.5244661)",Highbridge
Prunus serotina , black cherry,2018,NA,"c(1828821.89293786, 2194515.32593107)",Highbridge
Prunus serotina , black cherry,2018,NA,"c(1828977.00343231, 2194622.49708898)",Highbridge
Ulmus americana , American elm,2018,NA,"c(1828652.65319184, 2193448.0207984)",Highbridge
Prunus , Cherry,2018,NA,"c(1828637.04698492, 2193384.14301318)",Highbridge
Cornus florida , flowering dogwood,2018,NA,"c(1828907.06316855, 2194693.17973776)",Highbridge
Gleditsia triacanthos var. inermis , Thornless honeylocust,2018,NA,"c(1828776.58894171, 2193900.60847802)",Highbridge
Unknown , Unknown,2018,NA,"c(1828751.80280344, 2193894.86679691)",Highbridge
Platanus x acerifolia , London planetree,2018,NA,"c(1829131.97416056, 2196816.52155558)",Highbridge
Prunus serrulata 'Green leaf' , 'Green leaf' Japanese flowering cherry,2018,NA,"c(1828765.82330038, 2194432.04441869)",Highbridge
Platanus x acerifolia , London planetree,2018,NA,"c(1829300.51305952, 2196603.71182204)",Highbridge
Liquidambar styraciflua , sweetgum,2018,NA,"c(1828877.35747598, 2194590.34879737)",Highbridge
Koelreuteria paniculata , goldenrain tree,2018,NA,"c(1829124.35229555, 2195193.37933743)",Highbridge
Malus , apple,2018,NA,"c(1828915.20682799, 2194734.36046621)",Highbridge
Platanus x acerifolia , London planetree,2018,NA,"c(1828810.91541302, 2194110.5015208)",Highbridge
Gleditsia triacanthos var. inermis , Thornless honeylocust,2018,NA,"c(1828765.90845153, 2193961.50069802)",Highbridge
Acer platanoides , Norway maple,2018,NA,"c(1829158.95670544, 2195970.39344809)",Highbridge
Quercus palustris , pin oak,2018,NA,"c(1828793.52723106, 2194125.01663876)",Highbridge
Unknown , Unknown,2018,NA,"c(1828834.80731035, 2194809.13507138)",Highbridge
Ginkgo biloba , maidenhair tree,2018,NA,"c(1828844.75516179, 2194871.87866678)",Highbridge
Liquidambar styraciflua , sweetgum,2018,NA,"c(1828916.49539871, 2194591.22922975)",Highbridge
Platanus x acerifolia , London planetree,2018,NA,"c(1828825.79167278, 2194350.86709902)",Highbridge
Quercus palustris , pin oak,2018,NA,"c(1828905.28457073, 2194996.63309923)",Highbridge
Quercus , Oak,2018,NA,"c(1828872.15436187, 2194567.69028745)",Highbridge
Cercis canadensis , eastern redbud,2018,NA,"c(1828620.90864163, 2193344.00465899)",Highbridge
Liquidambar styraciflua , sweetgum,2018,NA,"c(1828766.46934799, 2194567.50983562)",Highbridge
Ilex , holly,2018,NA,"c(1829157.40418305, 2196003.9890639)",Highbridge
Robinia pseudoacacia , black locust,2018,NA,"c(1828747.47539369, 2194541.14051116)",Highbridge
Platanus x acerifolia , London planetree,2018,NA,"c(1828866.59360143, 2194578.98964944)",Highbridge
Prunus , Cherry,2018,NA,"c(1829149.63668543, 2195992.83072366)",Highbridge
Acer platanoides , Norway maple,2018,NA,"c(1829311.26561118, 2196004.41056923)",Highbridge
Carpinus japonica , Japanese hornbeam,2018,NA,"c(1828885.43822879, 2194707.32604264)",Highbridge
Ginkgo biloba , maidenhair tree,2018,NA,"c(1828849.42271633, 2194870.83505915)",Highbridge
Platanus x acerifolia , London planetree,2018,NA,"c(1828792.96140873, 2194094.41777302)",Highbridge
Quercus palustris , pin oak,2018,NA,"c(1828780.51961869, 2193998.79064196)",Highbridge
Ilex , holly,2018,NA,"c(1829155.02993569, 2196013.237801)",Highbridge
Robinia pseudoacacia , black locust,2018,NA,"c(1828845.02236539, 2194574.10800655)",Highbridge
Ulmus americana , American elm,2018,NA,"c(1829111.66442221, 2195248.08666574)",Highbridge
Liquidambar styraciflua , sweetgum,2018,NA,"c(1828815.80153578, 2194354.52708641)",Highbridge
Morus , mulberry,2018,NA,"c(1828820.22026613, 2194132.95135919)",Highbridge
Acer platanoides , Norway maple,2018,NA,"c(1828756.34436369, 2193939.66125141)",Highbridge
Pinus strobus , eastern white pine,2018,NA,"c(1829291.77578661, 2196610.22149463)",Highbridge
Platanus x acerifolia , London planetree,2018,NA,"c(1828580.23037177, 2193267.01036746)",Highbridge
Platanus x acerifolia , London planetree,2018,NA,"c(1829197.80872975, 2196125.17270767)",Highbridge
Quercus palustris , pin oak,2018,NA,"c(1828810.60995462, 2194128.83633074)",Highbridge
Platanus x acerifolia , London planetree,2018,NA,"c(1828589.84651259, 2193295.52982803)",Highbridge
Platanus x acerifolia , London planetree,2018,NA,"c(1828807.46034844, 2194392.68397998)",Highbridge
Fraxinus pennsylvanica , Green ash,2018,NA,"c(1828646.8689672, 2193474.82739249)",Highbridge
Cornus mas , Cornelian cherry,2018,NA,"c(1828790.35189159, 2194429.7188824)",Highbridge
Ailanthus altissima , tree of heaven,2018,NA,"c(1829261.585895, 2196437.22192536)",Highbridge
Gleditsia triacanthos var. inermis , Thornless honeylocust,2018,NA,"c(1828737.85617635, 2193790.93538031)",Highbridge
Ulmus americana , American elm,2018,NA,"c(1829075.54303041, 2194983.15756929)",Highbridge
Syringa reticulata , Japanese tree lilac,2018,NA,"c(1828647.6129523, 2193506.12303502)",Highbridge
Quercus bicolor , swamp white oak,2018,NA,"c(1828735.70137388, 2193775.48771959)",Highbridge
Gleditsia triacanthos var. inermis , Thornless honeylocust,2018,NA,"c(1828696.93350856, 2193600.13281182)",Highbridge
Gleditsia triacanthos var. inermis , Thornless honeylocust,2018,NA,"c(1828701.1574793, 2193607.74175671)",Highbridge
Robinia pseudoacacia , black locust,2018,NA,"c(1829220.88514629, 2196480.6736234)",Highbridge
Robinia pseudoacacia , black locust,2018,NA,"c(1829254.96609072, 2196474.17596502)",Highbridge
Platanus x acerifolia 'Bloodgood' , 'Bloodgood' London planetree,2018,NA,"c(1828669.24421784, 2193547.92246958)",Highbridge
Ulmus americana , American elm,2018,NA,"c(1829077.07850678, 2194993.79913967)",Highbridge
Pyrus calleryana , Callery pear,2018,NA,"c(1828727.78615015, 2193694.12553888)",Highbridge
Gleditsia triacanthos var. inermis , Thornless honeylocust,2018,NA,"c(1828683.99594703, 2193573.63435136)",Highbridge
Ulmus americana , American elm,2018,NA,"c(1828989.35403925, 2194442.85896177)",Highbridge
Ulmus americana , American elm,2018,NA,"c(1828989.08653993, 2194436.55953515)",Highbridge
Ulmus americana , American elm,2018,NA,"c(1829068.6635448, 2194950.012214)",Highbridge
Gleditsia triacanthos var. inermis , Thornless honeylocust,2018,NA,"c(1828689.56137703, 2193586.0479951)",Highbridge
Morus , mulberry,2018,NA,"c(1828798.15501837, 2194082.74105677)",Highbridge
Prunus , Cherry,2018,NA,"c(1829031.10628063, 2195241.63815069)",Highbridge
Morus , mulberry,2018,NA,"c(1828969.02241717, 2194604.11832084)",Highbridge
Platanus x acerifolia , London planetree,2018,NA,"c(1829204.06973481, 2196165.17732525)",Highbridge
Quercus , Oak,2018,NA,"c(1828643.22212918, 2193284.80854496)",Highbridge
Platanus x acerifolia , London planetree,2018,NA,"c(1828608.8497497, 2193319.18584815)",Highbridge
Tilia americana , American basswood,2018,NA,"c(1829165.51882735, 2196498.3222985)",Highbridge
Prunus cerasifera 'Crimson Point' , 'Crimson Point' Cherry plum,2018,NA,"c(1828609.01910914, 2193313.60615909)",Highbridge
Unknown , Unknown,2018,NA,"c(1828627.35221143, 2193398.70421797)",Highbridge
Platanus x acerifolia , London planetree,2017,NA,"c(1829219.53732531, 2196213.58724898)",Highbridge
Quercus rubra , northern red oak,2017,NA,"c(1829268.55266273, 2195847.0349192)",Highbridge
Platanus x acerifolia , London planetree,2017,NA,"c(1828946.79022434, 2195217.17925572)",Highbridge
Platanus x acerifolia , London planetree,2017,NA,"c(1828963.29026668, 2195197.40208355)",Highbridge
Robinia pseudoacacia , black locust,2017,NA,"c(1829238.01562549, 2196230.68803465)",Highbridge
Quercus palustris , pin oak,2017,NA,"c(1829084.78979334, 2196544.68459121)",Highbridge
Gleditsia triacanthos var. inermis , Thornless honeylocust,2017,NA,"c(1829252.54956781, 2196195.32464455)",Highbridge
Acer , maple,2017,NA,"c(1829343.49518795, 2196460.20804321)",Highbridge
Platanus x acerifolia , London planetree,2017,NA,"c(1828941.25712288, 2195218.59752728)",Highbridge
