PARK,BOROUGH,SIZE (ACRES),CATEGORY,MURDER,RAPE,ROBBERY,FELONY ASSAULT,BURGLARY,GRAND LARCENY,GRAND LARCENY OF MOTOR VEHICLE,TOTAL,YEAR,QUARTER
ALLEY PARK,QUEENS,2.446,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
FREDERICK JOHNSON PLAYGROUND,MANHATTAN,2.445,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
DAMROSCH PARK,MANHATTAN,2.443,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
ASSER LEVY PLAYGROUND,MANHATTAN,2.436,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
HARRY MAZE PLAYGROUND,BROOKLYN,2.427,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
LOST BATTALION HALL RECREATION CENTER,QUEENS,2.412,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
DUTCH KILLS PLAYGROUND,QUEENS,2.4,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
KOSCIUSZKO POOL,BROOKLYN,2.391,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
WEST PLAYGROUND,BROOKLYN,2.387,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
HOMECREST PLAYGROUND,BROOKLYN,2.372,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
DE MATTI PLAYGROUND,STATEN ISLAND,2.335,ONE ACRE OR LARGER,0,0,1,0,0,0,0,1,2022,q2
POE PARK,BRONX,2.331,ONE ACRE OR LARGER,0,0,0,0,0,1,0,1,2022,q2
OVERLOOK PARK,QUEENS,2.327,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
BARUCH PLAYGROUND,MANHATTAN,2.32,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
RAILROAD PLAYGROUND,BROOKLYN,2.3,ONE ACRE OR LARGER,0,0,1,0,0,0,0,1,2022,q2
OSBORN PLAYGROUND,BROOKLYN,2.3,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
FLOYD PATTERSON BALLFIELDS,BROOKLYN,2.3,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
TRIBORO PLAZA,MANHATTAN,2.3,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
POWER PLAYGROUND,BROOKLYN,2.295,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
MONSIGNOR CRAWFORD FIELD,BROOKLYN,2.291,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
MARTIN LUTHER KING JR. PLAYGROUND,BROOKLYN,2.29,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
P.O. REINALDO SALGADO PLAYGROUND,BROOKLYN,2.289,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
CARLTON PARK AT CARLTON AVENUE & FOSTER ROAD,STATEN ISLAND,2.288,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
CENTURY PLAYGROUND,BROOKLYN,2.282,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
SOUTH PACIFIC PLAYGROUND,BROOKLYN,2.264,ONE ACRE OR LARGER,0,0,1,0,0,0,0,1,2022,q2
NORTH SHORE ESPLANADE,STATEN ISLAND,2.252,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
FOX PLAYGROUND BROOKLYN,BROOKLYN,2.25,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
VLEIGH PLAYGROUND,QUEENS,2.243,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
LAREDO AVENUE PARCEL,STATEN ISLAND,2.223,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
FREDERICK B. JUDGE PLAYGROUND,QUEENS,2.217,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
BELMONT PLAYGROUND BRONX,BRONX,2.213,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
MAHONEY PLAYGROUND,STATEN ISLAND,2.21,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
ANCHORAGE PLAZA,BROOKLYN,2.2,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
ASTORIA HEIGHTS PLAYGROUND,QUEENS,2.2,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
HOYT PLAYGROUND,QUEENS,2.2,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
LORETO PLAYGROUND,BRONX,2.181,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
HARDING PARK,BRONX,2.16,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
WASHINGTON MARKET PARK,MANHATTAN,2.15,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
VIDALIA PARK,BRONX,2.136,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
UNNAMED PARK ON E 122ND STREET,MANHATTAN,2.13,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
BRIDGE PARK BROOKLYN,BROOKLYN,2.117,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
HAMILTON METZ FIELD,BROOKLYN,2.112,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
CARDOZO PLAYGROUND,QUEENS,2.096,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
CENTREVILLE PLAYGROUND,QUEENS,2.095,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
REDFERN PLAYGROUND,QUEENS,2.093,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
SHEEPSHEAD PLAYGROUND,BROOKLYN,2.087,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
STORY PLAYGROUND,BRONX,2.075,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
SAKURA PARK,MANHATTAN,2.067,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
LINNAEUS PARK,QUEENS,2.066,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
CASTLEWOOD PLAYGROUND,QUEENS,2.059,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
SKYLINE PLAYGROUND,STATEN ISLAND,2.057,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
CLOVE'S TAIL,STATEN ISLAND,2.056,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
DANIEL M. O'CONNELL PLAYGROUND,QUEENS,2.043,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
CHALLENGE PLAYGROUND,QUEENS,2.035,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
TORSNEY PLAYGROUND,QUEENS,2.027,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
LOCUST MANOR PLAYGROUND,QUEENS,2.003,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
PLAYGROUND ONE THIRTY FOUR CXXXIV,BRONX,2,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
FULTON PARK,BROOKLYN,1.987,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
ANDREW HASWELL GREEN PARK,MANHATTAN,1.984,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
MOORE HOMESTEAD PLAYGROUND,QUEENS,1.978,ONE ACRE OR LARGER,0,0,0,0,0,1,0,1,2022,q2
MCLAUGHLIN PARK,BROOKLYN,1.976,ONE ACRE OR LARGER,0,0,1,0,0,0,0,1,2022,q2
COLONEL DAVID MARCUS PLAYGROUND,BROOKLYN,1.974,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
SUMNER PLAYGROUND,BROOKLYN,1.97,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
ROSEMARY'S PLAYGROUND,QUEENS,1.967,ONE ACRE OR LARGER,0,0,0,0,0,1,0,1,2022,q2
SAUL WEPRIN PLAYGROUND,QUEENS,1.964,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
FREDERICK DOUGLASS PLAYGROUND,MANHATTAN,1.945,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
UNNAMED PARK ON HEMPSTEAD AVENUE,QUEENS,1.94,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
BRIDGE PARK 3,BROOKLYN,1.934,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
THE PAINTER'S PLAYGROUND,QUEENS,1.932,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
ROBERTO CLEMENTE BALLFIELD,BROOKLYN,1.93,ONE ACRE OR LARGER,0,0,0,0,0,1,0,1,2022,q2
TERRACE PLAYGROUND,STATEN ISLAND,1.922,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
TRAVERS PARK,QUEENS,1.919,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
BUFANO PARK,BRONX,1.904,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
DIMATTINA PLAYGROUND,BROOKLYN,1.9,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
HERMAN DOLGON PLAYGROUND,BROOKLYN,1.894,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
GORMAN PARK,MANHATTAN,1.89,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
WILLIS PLAYGROUND,BRONX,1.882,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
WEST BRONX RECREATION CENTER,BRONX,1.88,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
THOMAS PAINE PARK,MANHATTAN,1.875,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
CARROLL PARK,BROOKLYN,1.874,ONE ACRE OR LARGER,0,0,1,0,0,0,0,1,2022,q2
COLGATE CLOSE,BRONX,1.871,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
LONDON PLANETREE PLAYGROUND,QUEENS,1.837,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
SUTTER BALLFIELDS,BROOKLYN,1.836,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
TAAFFE PLAYGROUND,BROOKLYN,1.821,ONE ACRE OR LARGER,0,0,0,1,0,0,0,1,2022,q2
GIVAN SQUARE,BRONX,1.82,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
THOMAS BOYLAND PARK,BROOKLYN,1.82,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
HAROLD ICKES PLAYGROUND,BROOKLYN,1.816,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
REV J POLITE PLAYGROUND,BRONX,1.815,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
MAPES BALLFIELD,BRONX,1.806,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
MIDLAND MALLS,QUEENS,1.803,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
CEDAR PLAYGROUND,BRONX,1.8,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
BENNETT PARK,MANHATTAN,1.8,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
CONCH PLAYGROUND,QUEENS,1.8,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
RAYMOND BUSH PLAYGROUND,BROOKLYN,1.795,ONE ACRE OR LARGER,0,0,1,1,0,1,0,3,2022,q2
PLAYGROUND 52 LII,BRONX,1.793,ONE ACRE OR LARGER,0,0,1,0,0,0,0,1,2022,q2
DR. GREEN PLAYGROUND,BROOKLYN,1.791,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
BRUST PARK,BRONX,1.79,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
LAURELTON PLAYGROUND,QUEENS,1.785,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
MANOR PARK,STATEN ISLAND,1.78,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
SIMEONE PARK,QUEENS,1.78,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
TAPPEN PARK,STATEN ISLAND,1.777,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
LUNA PARK,BROOKLYN,1.76,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
ALFRED E. SMITH PLAYGROUND,MANHATTAN,1.75,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
ELECTRIC PLAYGROUND,QUEENS,1.749,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
YELLOWSTONE PARK,QUEENS,1.745,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
CORONA GOLF PLAYGROUND,QUEENS,1.722,ONE ACRE OR LARGER,0,0,0,1,0,0,0,1,2022,q2
WILSON PLAYGROUND,BROOKLYN,1.721,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
NORTHERN PLAYGROUND,QUEENS,1.719,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
BARTEL-PRITCHARD SQUARE,BROOKLYN,1.711,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
DOUGHBOY PLAZA,QUEENS,1.71,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
CASTLE HILL LITTLE LEAGUE FIELD,BRONX,1.707,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
GRAND FERRY PARK,BROOKLYN,1.7,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
HAPPY WARRIOR PLAYGROUND,MANHATTAN,1.7,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
ALLEN MALL ONE,MANHATTAN,1.698,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
PLAYGROUND ONE TWENTY FIVE CXXV,MANHATTAN,1.691,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
STAR SPANGLED PLAYGROUND,BROOKLYN,1.687,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
PATTERSON PLAYGROUND,BRONX,1.683,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
MOUNT EDEN MALLS,BRONX,1.682,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
MIDLAND PLAYGROUND,STATEN ISLAND,1.681,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
ADAM CLAYTON POWELL JR. MALLS,MANHATTAN,1.679,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
BANNEKER PLAYGROUND,BROOKLYN,1.67,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
JAMES J WALKER PARK,MANHATTAN,1.67,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
WHITESTONE PLAYGROUND,QUEENS,1.662,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
EQUITY PARK,QUEENS,1.657,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
THURSBY BASIN PARK,QUEENS,1.657,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
BELL MALLS,QUEENS,1.652,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
LEIF ERICSON FIELDS,BROOKLYN,1.65,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
NEHEMIAH PARK,BROOKLYN,1.648,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
MARBLE HILL PLAYGROUND,BRONX,1.646,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
WAGNER HOUSES POOL,MANHATTAN,1.64,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
HARLEM LANE PLAYGROUND,MANHATTAN,1.635,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
CROWLEY PLAYGROUND,QUEENS,1.633,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
BURNS PLAYGROUND,BRONX,1.623,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
100% PLAYGROUND,BROOKLYN,1.616,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
JACKIE ROBINSON PARK BROOKLYN,BROOKLYN,1.607,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
IDA COURT,STATEN ISLAND,1.6,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
JENNIFER'S PLAYGROUND,STATEN ISLAND,1.6,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
REAL GOOD PARK,QUEENS,1.598,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
ALLERTON PLAYGROUND,BRONX,1.597,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
OCEAN HILL PLAYGROUND,BROOKLYN,1.595,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
BELLEVUE SOUTH PARK,MANHATTAN,1.593,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
MAZZEI PLAYGROUND,BRONX,1.59,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
DAG HAMMARSKJOLD PLAZA,MANHATTAN,1.59,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
KOLBERT PLAYGROUND,BROOKLYN,1.581,ONE ACRE OR LARGER,0,0,0,0,0,1,0,1,2022,q2
POOR RICHARD'S PLAYGROUND,MANHATTAN,1.58,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
OLMSTED-BEIL HOUSE PARK,STATEN ISLAND,1.58,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
JOAN OF ARC PARK,MANHATTAN,1.578,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
TAYLOR PLAYGROUND,BRONX,1.578,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
HARMONY PARK,BROOKLYN,1.56,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
BRIARWOOD PLAYGROUND,QUEENS,1.558,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
CLINTONVILLE PLAYGROUND,QUEENS,1.553,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
FLATBUSH MALLS,BROOKLYN,1.55,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
WASHINGTON PARK BROOKLYN,BROOKLYN,1.549,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
JOHN HANCOCK PLAYGROUND,BROOKLYN,1.547,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
FRANK D. O'CONNOR PLAYGROUND,QUEENS,1.537,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
OLD TOWN PLAYGROUND,STATEN ISLAND,1.534,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
HUGUENOT PONDS PARK,STATEN ISLAND,1.53,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
REIFF PLAYGROUND,QUEENS,1.529,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
RUSSELL SAGE PLAYGROUND,QUEENS,1.526,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
ROGER MORRIS PARK,MANHATTAN,1.524,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
BROAD CHANNEL PARK,QUEENS,1.52,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
SPUYTEN DUYVIL PLAYGROUND,BRONX,1.51,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
JOHN ALLEN PAYNE PARK,BROOKLYN,1.51,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
BULOVA PARK,QUEENS,1.502,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
GOLCONDA PLAYGROUND,BROOKLYN,1.5,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
MAPLE GROVE PARK,QUEENS,1.5,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
DECATUR PLAYGROUND,BROOKLYN,1.5,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
DRY DOCK PLAYGROUND,MANHATTAN,1.5,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
UNNAMED PARK ON RIVERSIDE DRIVE,MANHATTAN,1.494,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
MARX BROTHERS PLAYGROUND,MANHATTAN,1.486,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
BREVOORT PLAYGROUND,BROOKLYN,1.485,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
PLAYGROUND SIXTY TWO LXII,QUEENS,1.48,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
TALL OAK PLAYGROUND,QUEENS,1.48,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
FRONTERA PARK,QUEENS,1.47,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
COLDEN PLAYGROUND,QUEENS,1.466,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
LUTHER GULICK PLAYGROUND,MANHATTAN,1.451,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
PULASKI PARK,BRONX,1.45,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
BOOKER T. WASHINGTON PLAYGROUND,MANHATTAN,1.441,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
DUNBAR PLAYGROUND,BRONX,1.44,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
PLAYGROUND TWENTY ONE,QUEENS,1.439,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
PROSPECT PLAYGROUND,BRONX,1.438,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
WOODS PLAYGROUND,BROOKLYN,1.438,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
GLENWOOD PLAYGROUND,BROOKLYN,1.43,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
SHELTERING ARMS PLAYGROUND,MANHATTAN,1.43,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
ALMEDA PLAYGROUND,QUEENS,1.43,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
GAETA PARK,STATEN ISLAND,1.43,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
MALL FORTY TWO XLII,QUEENS,1.429,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
NORELLI-HARGREAVES PLAYGROUND,QUEENS,1.427,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
PULASKI PLAYGROUND,BROOKLYN,1.416,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
BILDERSEE PLAYGROUND,BROOKLYN,1.416,ONE ACRE OR LARGER,0,0,1,0,0,0,0,1,2022,q2
MACDONALD PARK,QUEENS,1.415,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
OWEN F. DOLEN PARK,BRONX,1.4,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
VAN DYKE PLAYGROUND,BROOKLYN,1.398,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
WILLIAMSBRIDGE SQUARE,BRONX,1.395,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
PEOPLE'S PARK,BRONX,1.394,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
DOME PLAYGROUND,BROOKLYN,1.385,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
RUSSELL PEDERSEN PLAYGROUND,BROOKLYN,1.384,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
ST. CATHERINE'S PARK,MANHATTAN,1.383,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
HOWARD VON DOHLEN PLAYGROUND,QUEENS,1.381,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
HAVEN AVENUE,MANHATTAN,1.38,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
NAUTILUS PLAYGROUND BROOKLYN,BROOKLYN,1.38,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
ARCILLA PLAYGROUND,BRONX,1.377,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
LIEUTENANT JOHN H. MARTINSON PLAYGROUND,STATEN ISLAND,1.375,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
FOUNTAIN OF YOUTH PLAYGROUND,BRONX,1.375,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
MARTINEZ PLAYGROUND,BROOKLYN,1.373,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
HILLSIDE PARK BROOKLYN,BROOKLYN,1.371,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
PLAYGROUND ONE FORTY,QUEENS,1.37,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
LT. LIA PLAYGROUND,STATEN ISLAND,1.37,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
CRACK IS WACK PLAYGROUND,MANHATTAN,1.369,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
CASTLE HILL PLAYGROUND,BRONX,1.368,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
HOPE BALLFIELD,BROOKLYN,1.363,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
ADAM YAUCH PARK,BROOKLYN,1.363,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
DR. RONALD MCNAIR PARK,BROOKLYN,1.361,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
ADMIRAL FARRAGUT PLAYGROUND,BRONX,1.359,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
MCDONALD PLAYGROUND STATEN ISLAND,STATEN ISLAND,1.352,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
UNNAMED PARK ON VANDALIA AVENUE,BROOKLYN,1.351,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
FRESH MEADOWS PLAYGROUND,QUEENS,1.35,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
PLAYGROUND EIGHTY LXXX,QUEENS,1.35,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
PRINTER'S PARK,BRONX,1.341,ONE ACRE OR LARGER,0,0,0,1,0,0,0,1,2022,q2
RENAISSANCE PLAYGROUND,MANHATTAN,1.34,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2022,q2
